,Loss_RoomType,Loss_RoomBound,TotalLoss
80,0.016899999231100082,0.5755000114440918,0.2962000072002411
81,0.016899999231100082,0.5753999948501587,0.296099990606308
82,0.016899999231100082,0.5751000046730042,0.29600000381469727
83,0.016899999231100082,0.5752000212669373,0.296099990606308
84,0.016899999231100082,0.5755000114440918,0.2962000072002411
85,0.016899999231100082,0.5756999850273132,0.2962999939918518
86,0.016899999231100082,0.5759999752044678,0.29649999737739563
87,0.016899999231100082,0.5759999752044678,0.2964000105857849
88,0.016899999231100082,0.5767999887466431,0.2969000041484833
89,0.01720000058412552,0.5770999789237976,0.2971999943256378
90,0.01720000058412552,0.5763999819755554,0.29679998755455017
91,0.01730000041425228,0.5756999850273132,0.29649999737739563
92,0.01720000058412552,0.5753999948501587,0.2962999939918518
93,0.017000000923871994,0.5752000212669373,0.296099990606308
94,0.016899999231100082,0.5751000046730042,0.29600000381469727
95,0.01679999940097332,0.5752000212669373,0.29600000381469727
96,0.01679999940097332,0.5751000046730042,0.29589998722076416
97,0.016699999570846558,0.5755000114440918,0.296099990606308
98,0.017000000923871994,0.5774000287055969,0.2971999943256378
99,0.01759999990463257,0.5788000226020813,0.29820001125335693
100,0.017400000244379044,0.5767999887466431,0.2971000075340271
101,0.01720000058412552,0.5759999752044678,0.29660001397132874
102,0.017100000753998756,0.5752000212669373,0.2962000072002411
103,0.017100000753998756,0.5756000280380249,0.2962999939918518
104,0.017000000923871994,0.5756000280380249,0.2962999939918518
105,0.01769999973475933,0.5751000046730042,0.2964000105857849
106,0.021299999207258224,0.5752000212669373,0.29820001125335693
107,0.018300000578165054,0.5755000114440918,0.2969000041484833
108,0.017400000244379044,0.5752999782562256,0.2962999939918518
109,0.017000000923871994,0.574999988079071,0.29600000381469727
110,0.016899999231100082,0.574999988079071,0.29600000381469727
111,0.01679999940097332,0.5748999714851379,0.29589998722076416
112,0.01679999940097332,0.5748000144958496,0.29580000042915344
113,0.016699999570846558,0.574999988079071,0.29589998722076416
114,0.016699999570846558,0.5753999948501587,0.29600000381469727
115,0.01679999940097332,0.5759000182151794,0.2962999939918518
116,0.01679999940097332,0.5763000249862671,0.29649999737739563
117,0.016899999231100082,0.57669997215271,0.29679998755455017
118,0.01679999940097332,0.5763999819755554,0.29660001397132874
119,0.01679999940097332,0.5759999752044678,0.2964000105857849
120,0.01679999940097332,0.5760999917984009,0.29649999737739563
121,0.01679999940097332,0.5756999850273132,0.2962000072002411
122,0.01679999940097332,0.5756999850273132,0.2962999939918518
123,0.017000000923871994,0.5753999948501587,0.2962000072002411
124,0.01679999940097332,0.5751000046730042,0.29589998722076416
125,0.016699999570846558,0.5748000144958496,0.29580000042915344
126,0.016599999740719795,0.5745999813079834,0.2955999970436096
127,0.016599999740719795,0.5745999813079834,0.2955999970436096
128,0.016599999740719795,0.5745999813079834,0.2955999970436096
129,0.016599999740719795,0.5748000144958496,0.2957000136375427
130,0.016899999231100082,0.574999988079071,0.29600000381469727
131,0.017000000923871994,0.5756000280380249,0.2962999939918518
132,0.017000000923871994,0.5756000280380249,0.2962999939918518
133,0.017000000923871994,0.5755000114440918,0.2962000072002411
134,0.017000000923871994,0.5755000114440918,0.2962999939918518
135,0.01810000091791153,0.5763000249862671,0.2971999943256378
136,0.017999999225139618,0.5774999856948853,0.2976999878883362
137,0.01730000041425228,0.5770000219345093,0.2971000075340271
138,0.016899999231100082,0.5767999887466431,0.29679998755455017
139,0.01679999940097332,0.5759000182151794,0.2962999939918518
140,0.016899999231100082,0.5752999782562256,0.296099990606308
141,0.016699999570846558,0.5748000144958496,0.2957000136375427
142,0.016599999740719795,0.574999988079071,0.29580000042915344
143,0.016599999740719795,0.5748000144958496,0.2957000136375427
144,0.016599999740719795,0.5745999813079834,0.2955999970436096
145,0.016599999740719795,0.5745999813079834,0.2955999970436096
146,0.016599999740719795,0.5746999979019165,0.2957000136375427
147,0.016599999740719795,0.5748000144958496,0.2957000136375427
148,0.016599999740719795,0.5748999714851379,0.29580000042915344
149,0.016699999570846558,0.5753999948501587,0.296099990606308
150,0.016899999231100082,0.5751000046730042,0.29600000381469727
151,0.017100000753998756,0.5752999782562256,0.2962000072002411
152,0.016899999231100082,0.5748999714851379,0.29589998722076416
153,0.016599999740719795,0.5741999745368958,0.2953999936580658
154,0.016599999740719795,0.5740000009536743,0.2953000068664551
155,0.016499999910593033,0.5738999843597412,0.295199990272522
156,0.016499999910593033,0.5738999843597412,0.295199990272522
157,0.016499999910593033,0.5738999843597412,0.295199990272522
158,0.016499999910593033,0.5738999843597412,0.295199990272522
159,0.016499999910593033,0.5738999843597412,0.295199990272522
160,0.016499999910593033,0.5738999843597412,0.295199990272522
161,0.016499999910593033,0.5738999843597412,0.295199990272522
162,0.01640000008046627,0.5738999843597412,0.295199990272522
163,0.01640000008046627,0.5738000273704529,0.29510000348091125
164,0.01640000008046627,0.5740000009536743,0.295199990272522
165,0.01640000008046627,0.5738999843597412,0.295199990272522
166,0.01640000008046627,0.5738000273704529,0.29510000348091125
167,0.01640000008046627,0.5738000273704529,0.29510000348091125
168,0.01640000008046627,0.5738000273704529,0.29510000348091125
169,0.01640000008046627,0.5738000273704529,0.29510000348091125
170,0.01640000008046627,0.5738000273704529,0.29510000348091125
171,0.01640000008046627,0.5738000273704529,0.29510000348091125
172,0.01640000008046627,0.5738000273704529,0.29510000348091125
173,0.01640000008046627,0.5738000273704529,0.29510000348091125
174,0.01640000008046627,0.5738000273704529,0.29510000348091125
175,0.01640000008046627,0.5738000273704529,0.29510000348091125
176,0.016499999910593033,0.5738000273704529,0.29510000348091125
177,0.01640000008046627,0.5738000273704529,0.29510000348091125
178,0.01640000008046627,0.5738000273704529,0.29510000348091125
179,0.01640000008046627,0.5737000107765198,0.29510000348091125
180,0.01640000008046627,0.5737000107765198,0.29510000348091125
181,0.01640000008046627,0.5737000107765198,0.29510000348091125
182,0.01640000008046627,0.5737000107765198,0.29510000348091125
183,0.01640000008046627,0.5737000107765198,0.29510000348091125
184,0.01640000008046627,0.5737000107765198,0.29510000348091125
185,0.01640000008046627,0.5737000107765198,0.29510000348091125
186,0.01640000008046627,0.5737000107765198,0.29510000348091125
187,0.01640000008046627,0.5738000273704529,0.29510000348091125
188,0.01640000008046627,0.5738000273704529,0.29510000348091125
189,0.01640000008046627,0.5737000107765198,0.29499998688697815
190,0.01640000008046627,0.5734999775886536,0.29499998688697815
191,0.01640000008046627,0.5734999775886536,0.29490000009536743
192,0.01640000008046627,0.5734999775886536,0.29490000009536743
193,0.01640000008046627,0.5734999775886536,0.29490000009536743
194,0.01640000008046627,0.5734999775886536,0.29490000009536743
195,0.01640000008046627,0.5734999775886536,0.29490000009536743
196,0.01640000008046627,0.5734000205993652,0.29490000009536743
197,0.01640000008046627,0.5734999775886536,0.29490000009536743
198,0.01640000008046627,0.5734999775886536,0.29490000009536743
199,0.01640000008046627,0.5734999775886536,0.29490000009536743
200,0.01640000008046627,0.5734999775886536,0.29490000009536743
201,0.01640000008046627,0.5734000205993652,0.29490000009536743
202,0.01640000008046627,0.5734000205993652,0.29490000009536743
203,0.016300000250339508,0.5734000205993652,0.29490000009536743
204,0.016300000250339508,0.5734999775886536,0.29490000009536743
205,0.016300000250339508,0.5734000205993652,0.29490000009536743
206,0.016300000250339508,0.5734000205993652,0.29490000009536743
207,0.016300000250339508,0.5734000205993652,0.29490000009536743
208,0.016300000250339508,0.5734000205993652,0.29490000009536743
209,0.016300000250339508,0.5734000205993652,0.29490000009536743
210,0.016300000250339508,0.5734000205993652,0.29490000009536743
211,0.016300000250339508,0.5734000205993652,0.29490000009536743
212,0.016300000250339508,0.5734000205993652,0.29490000009536743
213,0.016300000250339508,0.5734000205993652,0.29490000009536743
214,0.016300000250339508,0.5734000205993652,0.29490000009536743
215,0.016300000250339508,0.5734000205993652,0.29490000009536743
216,0.016300000250339508,0.5734000205993652,0.29490000009536743
217,0.016300000250339508,0.5734000205993652,0.29490000009536743
218,0.016300000250339508,0.5734000205993652,0.29490000009536743
219,0.016300000250339508,0.5734000205993652,0.29490000009536743
220,0.016300000250339508,0.5734000205993652,0.2948000133037567
221,0.016300000250339508,0.5734000205993652,0.2948000133037567
222,0.016300000250339508,0.5734000205993652,0.2948000133037567
223,0.016300000250339508,0.5734000205993652,0.2948000133037567
224,0.016300000250339508,0.5734000205993652,0.2948000133037567
225,0.016300000250339508,0.5734000205993652,0.2948000133037567
226,0.016300000250339508,0.5734000205993652,0.2948000133037567
227,0.016300000250339508,0.5734000205993652,0.2948000133037567
228,0.016300000250339508,0.5734000205993652,0.2948000133037567
229,0.016300000250339508,0.5734000205993652,0.2948000133037567
230,0.016300000250339508,0.5734000205993652,0.2948000133037567
231,0.016300000250339508,0.5733000040054321,0.2948000133037567
232,0.016300000250339508,0.5733000040054321,0.2948000133037567
233,0.016300000250339508,0.5733000040054321,0.2948000133037567
234,0.016300000250339508,0.5733000040054321,0.2948000133037567
235,0.016300000250339508,0.5733000040054321,0.2948000133037567
236,0.016300000250339508,0.5733000040054321,0.2948000133037567
237,0.016300000250339508,0.5733000040054321,0.2948000133037567
238,0.016300000250339508,0.5733000040054321,0.2948000133037567
239,0.016300000250339508,0.5733000040054321,0.2948000133037567
240,0.016300000250339508,0.5733000040054321,0.2948000133037567
241,0.016300000250339508,0.5733000040054321,0.2948000133037567
242,0.016300000250339508,0.5733000040054321,0.2948000133037567
243,0.016300000250339508,0.5733000040054321,0.2948000133037567
244,0.016300000250339508,0.5733000040054321,0.2948000133037567
245,0.016300000250339508,0.5733000040054321,0.2948000133037567
246,0.016300000250339508,0.5733000040054321,0.2948000133037567
247,0.016300000250339508,0.5733000040054321,0.2948000133037567
248,0.016300000250339508,0.5733000040054321,0.2948000133037567
249,0.016300000250339508,0.5733000040054321,0.2948000133037567
250,0.016300000250339508,0.5733000040054321,0.2948000133037567
251,0.016300000250339508,0.5733000040054321,0.2948000133037567
252,0.016300000250339508,0.5733000040054321,0.2948000133037567
253,0.016300000250339508,0.5733000040054321,0.2948000133037567
254,0.016300000250339508,0.5733000040054321,0.2948000133037567
255,0.016300000250339508,0.5733000040054321,0.2948000133037567
256,0.016300000250339508,0.5733000040054321,0.2948000133037567
257,0.016300000250339508,0.5733000040054321,0.2948000133037567
258,0.016300000250339508,0.5733000040054321,0.2948000133037567
