x1,y1,x2,y2
844.36426,120.480736,869.382,120.28789
470.2902,129.3562,469.79657,138.14867
468.7112,151.81046,469.9649,163.19768
370.70255,167.12393,348.1002,166.34541
1058.2269,167.85834,1041.8827,166.76056
285.66656,168.17838,264.3988,167.4398
499.36908,167.63383,466.85873,168.02592
910.6259,168.06679,876.8838,167.5507
928.1913,168.40285,920.6235,168.17715
98.12173,187.76292,139.39096,187.38974
101.21212,6.8731155,107.18333,10.044464
23.130896,49.30965,31.698427,50.082474
86.874695,67.53207,119.37597,67.515465
468.65488,75.571205,469.79816,86.83204
639.10236,198.11496,639.42395,189.3768
538.9498,148.24826,569.2595,252.79608
228.12048,72.54445,260.63586,72.76353
586.7788,39.306995,586.33154,48.160694
1241.875,289.83154,964.375,289.83182
167.00339,163.14145,166.69092,141.84102
880.1264,115.6188,879.84784,81.87109
201.95517,167.89793,169.3477,166.12802
257.8365,195.53337,260.4753,187.22444
693.5798,189.07649,691.4716,194.6928
466.2551,6.778732,473.63846,10.745819
1016.84393,46.97517,1015.8497,34.259693
311.37338,46.890366,311.08807,14.370937
383.22873,167.32144,371.8814,166.74821
456.89368,167.60239,411.8855,167.1285
529.6152,204.39082,529.6818,198.11497
134.36435,67.67977,149.41554,67.31966
1131.8661,67.5578,1154.3772,67.662125
840.6818,167.742,805.63727,166.52252
264.36258,85.291794,278.18658,84.77634
39.31013,9.658317,48.187916,9.062563
218.0964,9.709371,230.66222,9.316979
283.10724,10.4662285,295.729,9.055345
879.3778,67.67145,909.37744,67.5652
990.62573,70.90095,951.86914,71.00792
1019.37805,70.89574,1000.6231,70.933105
908.085,129.33672,919.40173,128.98555
120.562,94.37748,120.4392,153.12723
60.608906,71.16366,86.87927,71.40003
465.7604,141.88126,466.73923,120.67644
678.1873,167.79117,641.89514,166.36307
151.84213,9.990389,164.37326,9.341467
844.2517,9.735273,851.9503,8.668265
940.816,70.36876,932.8881,71.892456
344.3025,155.6868,344.81372,135.60435
640.2077,7.5951347,650.5385,9.783299
882.026,69.37094,882.93353,103.13015
1152.487,93.12713,1152.6458,140.63078
96.22216,190.62315,96.43114,258.13025
96.73574,259.34494,96.11263,288.13556
514.37115,9.758628,528.13226,9.895696
1053.093,10.203905,1066.8586,9.159627
335.6417,71.34422,296.87167,70.98052
581.05176,256.96387,583.40076,245.6824
66.87022,9.688925,78.132706,9.631332
199.3657,9.643323,210.63058,9.712247
1064.3746,72.680176,1114.3752,72.70381
990.3619,189.3476,990.2026,198.13998
821.83276,10.054077,834.44867,9.12043
477.1459,50.61802,477.43106,10.620053
465.62546,145.51529,454.37567,145.46745
495.62482,9.734508,509.37546,9.741454
3.9701467,12.099098,0.9721097,6.682865
47.414032,49.380295,47.13469,11.882378
842.57855,73.117004,842.806,93.14282
153.73457,95.62066,153.90376,119.38725
803.1177,9.851058,815.62836,9.732975
969.3553,9.807449,980.62885,9.535186
988.0884,10.132741,1000.5195,9.207213
1034.375,9.7526,1048.125,9.751875
1100.6117,9.809129,1113.1288,9.605171
651.8788,12.207862,623.1183,12.536587
870.6431,16.810932,855.6287,16.604029
146.2549,48.1251,146.25304,13.125033
385.63278,71.271164,349.3736,71.18028
448.12692,71.15418,411.86835,71.28536
759.37787,71.1054,744.3784,71.19581
806.878,71.23491,769.37415,71.175064
833.1237,71.17388,818.1238,71.138275
870.6264,71.16248,844.3733,71.232506
516.5435,145.57071,516.0974,138.0232
478.18076,145.11281,470.6294,145.68333
499.36783,145.35672,488.05905,145.6592
1067.3788,166.97058,1067.9333,156.79643
891.3196,189.1812,890.3483,198.22948
301.38937,191.87239,301.67932,276.87567
1080.6199,12.406961,1053.1212,12.605214
278.74295,29.37645,278.7811,13.123606
1118.1263,167.51424,1081.8711,167.59291
84.34894,10.285958,98.11369,9.227896
430.6133,9.752947,443.1278,9.5851
673.12256,9.765522,684.3799,9.835271
756.8693,9.713606,768.13715,9.902759
473.11856,12.236189,448.11987,12.417197
621.9073,14.36273,622.23047,48.13356
1071.6647,76.87387,1071.749,154.37378
718.1176,12.280662,689.38074,12.531147
906.32874,96.86449,906.49695,128.12703
352.2048,189.16887,351.34763,198.19363
364.37067,9.80076,376.8769,9.734814
605.61694,9.792321,618.12787,9.670934
920.634,9.8174305,934.3783,9.539063
1119.343,9.963785,1133.1815,9.294581
145.62401,12.462158,118.126205,12.415562
178.13062,12.208718,151.86702,12.650584
817.242,48.125664,817.3054,13.123515
917.1983,48.125343,917.1857,14.374885
752.0601,48.12697,751.9978,14.372463
216.22955,13.125061,216.226,48.12506
652.5217,46.875317,652.5054,15.624017
116.72345,14.369968,116.659386,48.126965
886.97736,16.87571,886.76044,48.13288
721.6485,16.874777,721.6176,48.12598
281.9569,14.3730135,281.8995,48.127167
933.1259,67.19068,943.12946,67.16184
948.1252,67.25067,991.87585,67.22765
1000.62976,67.0453,1114.3776,67.54783
203.12656,72.647575,225.62633,72.721176
1040.6245,72.6275,1055.6257,72.61275
149.38939,96.599,139.3667,96.50446
1148.1252,96.542076,1138.1244,96.53487
153.12497,141.71432,135.6247,141.71812
470.58685,142.67233,479.48438,141.92226
489.26514,141.87971,499.40628,142.76762
1150.6278,141.67067,1134.3712,141.71463
1071.9838,156.7627,1072.8301,167.0027
96.6613,159.36565,96.49341,185.63055
799.3751,187.22,876.8756,187.18932
636.8762,201.60771,611.8711,201.495
642.00366,191.87563,641.74615,244.37437
252.25034,201.87471,252.31453,286.8756
641.9035,251.8675,641.7499,276.8819
616.8855,82.304855,579.3597,81.825294
1180.6034,71.13636,1203.1306,71.41199
570.7617,256.8375,577.6668,282.00073
621.8754,76.45938,598.1255,76.43382
578.0225,121.88234,577.87317,94.36958
581.98444,136.86317,581.8416,150.63762
453.13254,142.35873,464.38144,142.46944
1184.674,14.373746,1184.6295,48.125336
958.1265,167.55789,931.87445,167.53587
133.11362,9.771834,144.3783,9.621635
264.37268,9.797169,276.87958,9.762182
623.08887,10.084725,636.8609,9.164223
1051.8755,14.369526,1052.0233,48.12435
581.8755,38.554703,550.62555,38.59175
582.28815,51.966328,583.04846,38.120796
576.7192,80.85629,578.65,71.721756
166.89034,139.37482,166.21588,81.86807
534.3734,145.49867,518.0943,145.70502
549.39215,145.47002,540.60516,145.6074
691.9063,200.62488,691.9142,288.12488
1134.224,286.8847,1135.0636,191.87004
985.893,288.12555,985.8436,200.62488
403.127,9.451897,413.15286,9.189427
1146.8707,12.414215,1119.3717,12.581454
903.0952,9.753337,915.6368,9.982939
1166.8608,9.799444,1179.3785,9.585062
1185.5942,9.843571,1198.1732,9.348179
397.31595,279.37503,397.31177,191.87498
1241.1315,274.3752,1241.1089,191.87486
78.13422,12.392803,53.119892,12.83816
581.87964,21.730326,549.36975,21.8659
278.65704,48.12228,278.72336,30.62253
264.32718,132.30536,275.6844,131.64276
961.0721,287.8315,969.7612,264.05927
383.0902,9.828478,395.62088,9.281021
786.7212,8.901128,794.3669,9.481554
211.87779,12.453382,183.12242,12.592391
278.1246,12.550539,253.12462,12.5358515
376.87515,12.552989,351.87488,12.558056
443.1274,12.458328,416.87268,12.567216
618.12585,12.554665,590.6243,12.588949
684.3708,12.588053,658.1217,12.432098
750.62585,12.549702,725.6241,12.512861
783.12604,12.598247,755.62366,12.542544
815.63055,12.663346,789.3693,12.346092
849.3836,12.590997,821.8722,12.457986
980.62823,12.476012,954.37225,12.618414
1048.1251,12.536562,1021.87506,12.540134
1113.1259,12.521421,1085.6259,12.555945
1180.6315,12.348393,1153.1195,12.724226
444.28717,48.12521,444.20676,14.372423
787.6413,14.365869,787.4635,48.128098
1081.9166,48.12527,1082.1514,11.868695
344.77478,51.905293,345.3492,20.619936
1121.8763,80.12781,1141.8762,80.181725
842.75867,124.37222,842.5312,154.37997
935.5509,284.4081,936.3959,190.62068
886.2971,288.12503,886.2921,200.62503
566.9282,256.48773,551.8314,257.41898
113.63086,48.128952,113.4384,11.879972
244.37471,12.496734,216.87529,12.509528
113.12885,12.402642,84.38038,12.612402
410.62762,12.569125,381.87238,12.433677
511.87778,12.512327,481.8729,12.64293
540.627,12.562525,514.3736,12.639594
915.62555,12.613345,889.37427,12.585674
948.1246,12.50968,920.6255,12.529702
1014.3717,12.464577,988.1224,12.594954
1211.8776,12.527951,1185.6241,12.491392
411.2078,48.125015,411.207,13.125015
347.7289,71.875725,347.65042,164.37566
466.22812,166.91206,466.62894,146.87007
24.397827,7.269038,15.604922,7.7784123
641.2891,88.13771,641.5287,75.61837
15.618969,10.322951,31.887442,9.998096
1218.124,10.065954,1249.3761,10.013503
309.3742,12.583453,283.12424,12.622629
1016.15936,29.374672,1016.15015,14.373911
117.60505,145.626,117.50052,91.87379
590.6198,135.17786,601.87744,135.25087
100.62411,284.9992,146.87401,285.0653
452.35532,145.623,452.40723,158.1176
136.42108,158.09175,136.7903,166.93076
913.12573,132.23502,884.3753,132.22484
116.11883,168.00768,109.391914,165.57817
136.87314,79.43126,164.3844,80.3407
1203.5944,7.068377,1209.555,10.292081
986.2855,14.3742285,986.2414,48.125805
54.398594,53.108543,44.378784,52.92188
96.874954,52.870937,66.87475,52.875977
119.37147,52.92035,109.35288,53.093212
164.37476,52.854107,133.12369,52.881687
185.62242,52.912975,176.85852,53.019535
230.62305,52.849575,200.62311,52.88786
253.12473,52.957764,243.12276,52.973778
284.386,52.96632,263.11777,52.80039
313.1242,52.890827,296.87024,52.94507
361.88443,52.94141,345.63513,52.83456
384.37143,52.91591,374.35306,53.08653
429.37494,52.883797,396.87494,52.885227
450.63287,53.010063,440.6332,52.95228
494.37424,52.85801,461.8709,52.951576
516.8743,52.969822,506.87436,52.974487
548.1266,52.96889,530.6252,52.949505
601.87585,52.91902,583.1251,52.908077
625.6266,52.967625,615.62665,52.95615
669.3746,52.858513,638.1227,52.9078
691.89136,52.958084,681.89264,52.84281
735.62646,52.882984,704.3765,52.851692
758.1451,52.969418,748.1471,52.826775
801.87744,52.811188,769.37115,52.89542
824.3584,52.851227,814.35956,52.960217
851.8946,52.932446,836.8804,52.72825
900.6325,52.80088,884.3633,52.93329
935.6264,52.88935,914.37524,52.86917
955.65967,53.064762,946.91583,52.833336
999.37683,52.887207,969.3769,52.850567
1021.87445,52.97011,1013.11993,53.00229
1065.6246,52.85604,1033.1228,52.90383
1088.1302,52.966614,1078.1257,52.929714
1133.13,52.901913,1101.8761,52.79644
1154.3994,52.841858,1145.5919,53.063854
1198.121,52.831825,1166.8712,52.913284
1220.605,52.908386,1211.8566,53.02782
1240.6617,52.786724,1234.3212,53.042625
840.20447,89.37533,840.19073,71.87534
842.8314,94.362854,842.92706,101.893394
605.70984,95.61656,605.876,121.88922
584.394,269.32516,613.2471,280.30414
46.87862,12.562087,14.366351,12.733372
551.8799,90.91036,541.8615,91.08073
566.1656,252.0807,535.658,146.86542
1241.2296,286.8985,1240.8173,275.5725
118.06223,163.17242,117.47427,146.89851
837.2214,146.87401,837.27545,165.62384
510.20142,48.125076,510.20444,14.374962
1218.1244,75.20512,1233.1261,75.18393
1143.1226,80.163124,1153.1288,80.11154
554.076,74.32658,553.372,96.84364
277.28094,130.62405,277.32,95.6241
885.62463,129.34389,901.87225,129.14693
502.6041,190.61911,502.50436,220.62709
502.64844,223.12148,502.4169,254.37901
93.3294,288.12552,93.37651,159.37555
973.2319,262.69568,964.1786,286.80124
714.36084,68.16605,725.6369,68.28948
298.35815,174.93047,290.91718,185.82457
493.1572,126.27171,506.8732,125.58859
882.8081,148.11703,882.36786,165.63739
452.5015,76.86853,452.46265,88.12703
151.24722,136.87814,151.05322,98.122856
388.57312,172.70251,385.45245,178.6255
755.11383,13.125344,755.09753,48.125336
165.65492,71.07775,159.2676,71.49994
505.82187,85.70678,505.22797,78.05876
136.86884,93.52102,149.38623,93.4307
1136.8641,93.54987,1150.6448,93.36758
527.34296,107.45436,537.13544,141.80074
535.6247,142.63939,550.6252,142.64534
534.08765,140.71577,531.59314,132.81917
452.0054,91.87264,452.09076,141.87463
1137.2004,6.8518605,1141.9952,10.465455
263.63507,89.35799,262.68564,130.64365
182.51978,133.0998,182.10388,143.08246
654.35126,68.20109,701.90765,67.23832
121.48219,69.1994,120.66133,76.87888
489.70465,96.40556,482.9828,95.11681
478.1614,91.47723,469.37064,90.672615
124.38356,289.82016,94.373665,289.50085
920.1766,13.121978,920.30853,48.126194
381.3585,14.374684,381.3379,48.125435
579.37555,93.24605,603.131,93.13365
511.87012,128.5618,501.86295,128.62206
281.87186,132.1607,296.87576,132.11192
520.62085,142.68085,533.1314,142.5643
546.2954,46.913,545.38715,33.058643
837.2309,73.124725,837.2436,89.37471
164.37793,82.6656,134.37119,82.47437
449.37433,9.524686,461.87973,9.581226
630.8076,290.1525,582.08795,271.324
1115.17,48.12501,1115.1692,13.125012
286.47372,187.88916,291.57962,179.2014
199.67659,276.87524,199.65526,191.87492
1181.5284,48.125435,1181.486,14.373917
644.7886,99.36649,644.12744,164.3852
324.41302,162.51515,314.3741,161.88942
224.41931,288.55975,210.04031,309.82486
602.89575,119.37582,602.81995,98.12163
484.3744,165.61159,499.40002,164.91437
942.9123,278.02655,942.4098,285.49274
837.2033,96.87352,837.13513,139.37541
541.97375,89.0848,551.869,88.06668
348.10437,198.12752,346.8611,187.97365
600.6259,96.1554,581.8744,96.13183
580.8708,98.124954,580.87463,119.374954
574.84424,282.0888,568.2711,258.085
134.3728,152.84619,153.13148,152.69852
1260.6302,7.779334,1245.6146,7.549387
619.45575,96.63727,618.08,88.93642
500.6211,154.40242,500.78732,146.85106
636.1188,148.10641,635.60034,134.32889
111.87515,69.80906,90.624916,69.80505
553.81506,108.1216,553.648,135.62817
202.75847,191.87486,202.72714,276.8753
903.205,94.38671,904.2796,87.04397
551.87524,69.78236,503.12445,69.814735
200.6299,289.45203,126.87304,289.5923
1233.1333,78.127045,1214.3759,78.00303
804.334,4.182727,820.60803,4.813492
513.1419,14.372281,513.0675,48.12763
64.275734,76.92049,45.5499,78.463745
865.67645,137.53531,858.1474,137.32481
583.1237,121.13438,601.87585,121.101204
863.1363,135.6381,871.1521,128.73727
286.83322,191.84798,258.76804,235.23235
150.11096,13.123511,150.18178,48.125896
348.1636,18.105852,347.6889,48.137867
293.6628,178.72664,285.53433,171.9843
206.74689,310.10074,218.78426,291.49286
1133.488,74.86585,1130.6267,68.78592
954.6429,304.48065,959.7498,291.52988
1168.1136,4.4562955,1189.3728,4.636878
1245.602,4.5802298,1260.6377,4.8175054
447.26987,14.370909,447.35382,48.12692
591.87195,79.41707,615.62476,79.4727
1169.8037,96.8731,1170.0089,143.13882
221.04955,327.76285,206.70796,310.95117
1214.6616,48.126656,1214.8784,10.620684
638.08923,133.12866,639.114,143.15169
962.9722,290.5673,956.9772,306.44153
700.5862,163.17746,728.099,163.9971
930.1683,210.02715,920.9906,197.84946
882.65485,131.86848,882.5506,139.38437
641.6428,141.87585,641.5458,115.62622
577.5928,282.71716,550.37994,318.22934
904.3771,4.6044326,928.1363,4.392349
66.85766,4.1863513,91.89182,4.595368
549.37366,35.87207,581.8727,36.049995
1238.3091,65.649796,1236.9415,75.80234
1154.3678,82.750275,1123.1239,82.88945
1169.6632,80.61658,1169.9939,91.92999
227.66776,277.8292,242.5563,254.81577
970.3933,263.30408,944.848,230.25932
968.1061,255.25735,973.25116,262.6565
210.87936,311.4738,223.54585,326.33185
470.6239,88.15035,480.60547,88.57949
547.98706,316.4877,574.0585,282.87946
256.83075,232.66728,282.9071,192.98183
1167.299,153.12611,1167.347,80.62448
133.09132,4.2595463,144.3685,4.594253
264.36652,4.423824,276.86597,4.505597
365.62256,4.419801,376.87488,4.4409037
433.11447,4.448175,458.12283,4.6470976
605.6041,4.3798857,616.8718,4.567159
671.86194,4.3888507,691.8857,4.5961432
738.1206,4.412499,761.8789,4.4941077
969.3527,4.3105183,981.84827,4.5454736
1035.6201,4.4202995,1046.8746,4.4631276
1101.8448,4.2878146,1114.3688,4.6131372
1249.3759,12.641965,1220.6238,12.593357
529.3696,124.376625,525.1599,110.38877
203.12227,288.01505,220.67352,287.57935
1217.6014,18.124914,1217.605,48.12506
160.60707,284.59103,198.15956,287.70877
274.40134,7.3453355,264.37057,7.006385
641.3667,159.37581,641.34686,146.87386
376.87607,7.064376,365.62643,7.1284633
750.6244,7.0940757,736.8745,7.056476
1165.5658,165.7552,1166.5408,156.83846
201.86772,4.196468,219.37541,4.3154073
615.6521,7.344771,605.6208,6.9965353
245.0607,256.49973,225.67174,285.65607
1114.3633,7.3233523,1101.8718,6.995352
923.4645,73.12483,923.4481,163.12506
1045.6168,7.2510223,1034.3721,7.0081477
144.40219,7.3350377,133.12253,6.9468637
275.6285,87.664085,264.36966,87.578476
726.8805,166.38843,701.8728,166.30916
1179.3702,7.2326035,1168.1222,7.081974
785.3381,198.13148,785.4055,188.12352
915.6236,7.262859,904.3737,7.2222056
618.11554,138.45432,591.8513,137.70123
1117.6781,14.374966,1117.6794,48.12502
458.15012,7.4976215,448.11615,7.0957475
1179.3767,165.32645,1218.1266,165.25461
311.84515,268.29062,319.40823,268.08237
1249.4756,41.956913,1243.3124,49.527588
350.62793,289.6965,228.12416,289.82376
511.24118,95.63686,511.53027,80.61836
1234.0529,67.26371,1238.8086,55.91134
301.442,94.387665,301.77158,73.1234
624.2206,285.55658,634.21326,286.86252
693.1305,69.82617,668.1231,69.654205
843.1265,160.10384,858.1264,160.14764
922.8604,195.83589,932.83813,208.35364
