299.0, 1.5707963705062866
240.0, 1.5707963705062866
227.0, 1.5707963705062866
1158.0, 0.0
73.0, 1.5707963705062866
674.0, 1.5707963705062866
1030.0, 1.5707963705062866
45.0, 1.5707963705062866
344.0, 0.0
908.0, 1.5707963705062866
924.0, 1.5707963705062866
1003.0, 0.0
149.0, 0.0
310.0, 1.5707963705062866
95.0, 0.0
1100.0, 0.0
396.0, 0.0
247.0, 0.0
1161.0, 1.5707963705062866
766.0, 1.5707963705062866
954.0, 0.0
259.0, 0.0
295.0, 0.0
198.0, 0.0
727.0, 0.0
821.0, 0.0
635.0, 0.0
869.0, 0.0
1145.0, 1.5707963705062866
169.0, 0.0
110.0, 0.0
546.0, 0.0
493.0, 0.0
679.0, 0.0
610.0, 0.0
571.0, 0.0
330.0, 1.5707963705062866
1054.0, 0.0
276.0, 0.0
686.0, 1.5707963705062866
444.0, 0.0
504.0, 0.0
374.0, 0.0
461.0, 0.0
906.0, 0.0
583.0, 1.5707963705062866
775.0, 0.0
1122.0, 0.0
1134.0, 0.0
889.0, 0.0
1022.0, 0.0
594.0, 0.0
61.0, 1.5707963705062866
523.0, 0.0
496.0, 1.5707963705062866
308.0, 0.0
805.0, 0.0
743.0, 0.0
212.0, 0.0
516.0, 1.5707963705062866
852.0, 0.0
1034.0, 0.0
85.0, 1.5707963705062866
844.0, 1.5707963705062866
666.0, 0.0
837.0, 0.0
970.0, 0.0
474.0, 0.0
711.0, 0.0
82.0, 0.0
596.0, 1.5707963705062866
938.0, 0.0
379.0, 1.5707963705062866
409.0, 0.0
646.0, 0.0
52.0, 0.0
482.0, 1.5707963705062866
632.0, 1.5707963705062866
182.0, 0.0
532.0, 1.5707963705062866
777.0, 1.5707963705062866
1067.0, 0.0
461.0, 1.5707963705062866
1197.0, 0.0
652.0, 1.5707963705062866
401.0, 1.5707963705062866
