0,1,2,3
64.1,8.4,64.2,8.3
64.2,8.3,64.2,5.7
64.2,5.7,64.4,5.7
64.4,5.7,64.5,5.6
64.5,5.6,64.4,5.5
64.4,5.5,64.2,5.5
64.2,5.5,64.1,5.4
64.1,5.4,64.0,5.4
64.0,5.4,63.9,5.5
63.9,5.5,63.8,5.5
63.8,5.5,63.7,5.6
63.7,5.6,63.8,5.7
63.8,5.7,63.9,5.7
63.9,5.7,63.8,5.8
63.8,5.8,63.8,7.8
63.8,7.8,63.9,7.9
63.9,7.9,63.8,8.0
63.8,8.0,63.8,8.2
52.5,8.3,52.6,8.4
52.6,8.4,52.7,8.3
52.7,8.3,52.6,8.2
50.6,8.4,51.0,8.4
51.0,8.4,51.1,8.3
51.1,8.3,50.9,8.1
50.9,8.1,50.5,8.1
50.5,8.1,50.4,8.2
96.1,8.4,96.2,8.5
96.2,8.5,96.4,8.3
96.4,8.3,96.4,8.2
96.4,8.2,96.3,8.1
96.3,8.1,96.1,8.3
95.9,8.6,96.0,8.7
96.0,8.7,96.1,8.7
96.1,8.7,96.2,8.6
96.2,8.6,96.2,8.5
96.2,8.5,96.1,8.4
51.1,8.8,51.2,8.9
51.2,8.9,51.3,8.8
51.3,8.8,51.4,8.8
51.4,8.8,51.5,8.7
51.5,8.7,51.5,8.5
51.5,8.5,51.6,8.5
51.6,8.5,51.7,8.4
51.7,8.4,51.9,8.4
51.9,8.4,52.0,8.3
52.0,8.3,51.8,8.1
51.8,8.1,51.4,8.1
51.4,8.1,51.2,8.3
51.2,8.3,51.2,8.4
51.2,8.4,51.1,8.5
95.6,9.0,95.7,9.1
95.7,9.1,95.8,9.1
95.8,9.1,95.9,9.0
95.9,9.0,95.9,8.8
95.9,8.8,95.8,8.7
95.8,8.7,95.7,8.8
95.7,8.8,95.7,8.9
53.0,9.0,53.1,9.1
53.1,9.1,53.2,9.1
53.2,9.1,53.3,9.0
53.3,9.0,53.3,8.8
53.3,8.8,53.4,8.7
53.4,8.7,53.4,8.4
53.4,8.4,53.3,8.3
53.3,8.3,53.3,8.2
53.3,8.2,53.2,8.1
53.2,8.1,53.1,8.2
53.1,8.2,53.1,8.3
53.1,8.3,53.0,8.3
53.0,8.3,52.9,8.4
52.9,8.4,52.9,8.8
52.9,8.8,53.0,8.9
51.1,9.0,51.2,9.1
51.2,9.1,51.3,9.0
51.3,9.0,51.2,8.9
95.5,9.1,95.6,9.2
95.6,9.2,95.7,9.1
95.7,9.1,95.6,9.0
95.2,9.7,95.3,9.8
95.3,9.8,95.4,9.7
95.4,9.7,95.4,9.6
95.4,9.6,95.5,9.5
95.5,9.5,95.5,9.4
95.5,9.4,95.4,9.3
95.4,9.3,95.2,9.5
56.2,9.9,56.3,10.0
56.3,10.0,56.4,9.9
56.4,9.9,56.4,9.8
56.4,9.8,56.5,9.7
56.5,9.7,56.5,9.4
56.5,9.4,56.6,9.3
56.6,9.3,56.6,9.2
56.6,9.2,56.7,9.1
56.7,9.1,56.7,8.8
56.7,8.8,56.8,8.7
56.8,8.7,56.8,8.4
56.8,8.4,56.9,8.3
56.9,8.3,56.9,8.0
56.9,8.0,57.7,8.0
57.7,8.0,57.8,7.9
57.8,7.9,57.7,7.8
57.7,7.8,57.0,7.8
57.0,7.8,57.1,7.7
57.1,7.7,57.1,7.6
57.1,7.6,57.2,7.5
57.2,7.5,57.2,7.0
57.2,7.0,57.3,6.9
57.3,6.9,57.3,6.7
57.3,6.7,57.4,6.6
57.4,6.6,57.4,6.4
57.4,6.4,57.5,6.3
57.5,6.3,57.5,6.0
57.5,6.0,57.7,5.8
57.7,5.8,57.7,5.0
57.7,5.0,57.3,4.6
57.3,4.6,57.3,4.5
57.3,4.5,57.0,4.2
57.0,4.2,57.0,4.1
57.0,4.1,56.7,3.8
56.7,3.8,56.7,3.7
56.7,3.7,56.3,3.3
56.3,3.3,56.2,3.4
56.2,3.4,56.2,3.5
56.2,3.5,56.4,3.7
56.4,3.7,56.4,3.8
56.4,3.8,56.7,4.1
56.7,4.1,56.7,4.2
56.7,4.2,57.1,4.6
57.1,4.6,57.1,4.7
57.1,4.7,57.5,5.1
57.5,5.1,57.5,5.3
57.5,5.3,57.4,5.4
57.4,5.4,57.4,5.7
57.4,5.7,57.3,5.8
57.3,5.8,57.3,6.1
57.3,6.1,57.2,6.2
57.2,6.2,57.2,6.4
57.2,6.4,57.1,6.5
57.1,6.5,57.1,6.8
57.1,6.8,57.0,6.9
57.0,6.9,57.0,7.1
57.0,7.1,56.9,7.2
56.9,7.2,56.9,7.5
56.9,7.5,56.8,7.6
56.8,7.6,56.8,7.7
56.8,7.7,55.2,7.7
55.2,7.7,55.1,7.8
55.1,7.8,55.2,7.9
55.2,7.9,56.0,7.9
56.0,7.9,56.1,8.0
56.1,8.0,56.6,8.0
56.6,8.0,56.7,7.9
56.7,7.9,56.6,8.0
56.6,8.0,56.7,8.1
56.7,8.1,56.7,8.2
56.7,8.2,56.6,8.3
56.6,8.3,56.6,8.6
56.6,8.6,56.5,8.7
56.5,8.7,56.5,8.8
56.5,8.8,56.4,8.9
56.4,8.9,56.4,9.2
56.4,9.2,56.3,9.3
56.3,9.3,56.3,9.5
56.3,9.5,56.2,9.6
94.9,10.3,95.0,10.2
95.0,10.2,95.0,10.1
95.0,10.1,95.1,10.0
95.1,10.0,95.1,9.9
95.1,9.9,95.0,9.8
95.0,9.8,94.7,10.1
94.6,10.4,94.7,10.5
94.7,10.5,94.8,10.4
94.8,10.4,94.7,10.3
58.9,10.8,59.0,10.8
59.0,10.8,59.1,10.7
59.1,10.7,59.1,10.4
59.1,10.4,59.0,10.3
59.0,10.3,59.0,10.1
59.0,10.1,58.9,10.0
58.9,10.0,58.9,9.6
58.9,9.6,58.8,9.5
58.8,9.5,58.8,9.1
58.8,9.1,58.7,9.0
58.7,9.0,58.7,8.6
58.7,8.6,58.6,8.5
58.6,8.5,58.6,8.1
58.6,8.1,58.5,8.0
58.5,8.0,58.5,7.8
58.5,7.8,58.4,7.7
58.4,7.7,58.3,7.7
58.3,7.7,58.2,7.8
58.2,7.8,58.2,8.5
58.2,8.5,58.3,8.6
58.3,8.6,58.3,8.7
58.3,8.7,58.4,8.8
58.4,8.8,58.5,8.8
58.5,8.8,58.5,8.9
58.5,8.9,58.4,9.0
58.4,9.0,58.4,9.2
58.4,9.2,58.5,9.3
58.5,9.3,58.5,9.7
58.5,9.7,58.6,9.8
58.6,9.8,58.6,10.0
58.6,10.0,58.5,10.1
58.5,10.1,58.7,10.3
58.7,10.3,58.7,10.6
53.0,10.8,53.1,10.9
53.1,10.9,53.2,10.9
53.2,10.9,53.4,10.7
53.4,10.7,53.4,10.5
53.4,10.5,53.6,10.5
53.6,10.5,53.7,10.4
53.7,10.4,53.7,10.3
53.7,10.3,53.6,10.2
53.6,10.2,53.1,10.2
53.1,10.2,53.0,10.3
26.5,11.2,26.6,11.1
26.6,11.1,26.6,11.0
26.6,11.0,26.5,10.9
26.5,10.9,26.5,10.8
26.5,10.8,26.4,10.7
26.4,10.7,26.4,10.6
26.4,10.6,26.1,10.3
26.1,10.3,26.1,10.2
26.1,10.2,25.8,9.9
25.8,9.9,25.7,10.0
25.7,10.0,25.7,10.1
25.7,10.1,25.8,10.2
25.8,10.2,25.8,10.3
25.8,10.3,26.1,10.6
26.1,10.6,26.1,10.7
26.1,10.7,26.2,10.8
26.2,10.8,26.2,10.9
58.1,11.2,58.2,11.3
58.2,11.3,58.3,11.3
58.3,11.3,58.4,11.2
58.4,11.2,58.3,11.1
58.3,11.1,58.2,11.1
52.1,11.3,52.2,11.4
52.2,11.4,53.0,11.4
53.0,11.4,53.1,11.3
53.1,11.3,53.0,11.2
53.0,11.2,52.9,11.2
52.9,11.2,52.8,11.1
52.8,11.1,52.5,11.1
52.5,11.1,52.4,11.2
52.4,11.2,52.3,11.1
51.1,11.5,51.2,11.6
51.2,11.6,51.4,11.6
51.4,11.6,51.5,11.5
51.5,11.5,51.5,11.4
51.5,11.4,51.6,11.3
51.6,11.3,51.5,11.2
51.5,11.2,51.6,11.2
51.6,11.2,51.7,11.1
51.7,11.1,51.4,10.8
51.4,10.8,51.2,10.8
51.2,10.8,51.1,10.9
51.1,11.8,51.2,11.9
51.2,11.9,51.3,11.8
51.3,11.8,51.2,11.7
53.8,11.9,53.9,12.0
53.9,12.0,54.0,11.9
54.0,11.9,54.0,11.8
54.0,11.8,53.8,11.6
53.8,11.6,53.6,11.6
53.6,11.6,53.5,11.5
53.5,11.5,53.3,11.5
53.3,11.5,53.3,11.1
53.3,11.1,53.2,11.0
53.2,11.0,53.1,11.1
53.1,11.1,53.1,11.5
53.1,11.5,53.0,11.6
53.0,11.6,53.0,11.7
53.0,11.7,53.2,11.9
27.1,12.1,27.2,12.0
27.2,12.0,27.2,11.9
27.2,11.9,27.1,11.8
27.1,11.8,27.1,11.7
27.1,11.7,26.8,11.4
26.8,11.4,26.8,11.3
26.8,11.3,26.6,11.1
26.6,11.1,26.5,11.2
26.5,11.2,26.5,11.3
26.5,11.3,26.6,11.4
26.6,11.4,26.6,11.5
26.6,11.5,26.7,11.6
26.7,11.6,26.7,11.7
54.3,12.3,54.4,12.2
54.4,12.2,54.4,12.1
54.4,12.1,54.2,11.9
54.2,11.9,54.1,11.9
54.1,11.9,54.0,12.0
27.1,12.2,27.2,12.3
27.2,12.3,27.3,12.2
27.3,12.2,27.3,12.1
27.3,12.1,27.2,12.0
27.2,12.0,27.1,12.1
52.9,12.4,53.0,12.5
53.0,12.5,53.1,12.4
53.1,12.4,53.1,12.3
53.1,12.3,53.0,12.2
53.0,12.2,52.9,12.3
59.1,12.7,59.2,12.8
59.2,12.8,59.3,12.8
59.3,12.8,59.4,12.7
59.4,12.7,59.4,12.5
59.4,12.5,59.3,12.4
59.3,12.4,59.3,12.3
59.3,12.3,59.4,12.2
59.4,12.2,59.4,12.0
59.4,12.0,59.3,11.9
59.3,11.9,59.3,11.5
59.3,11.5,59.2,11.4
59.2,11.4,59.2,11.2
59.2,11.2,59.3,11.1
59.3,11.1,59.1,10.9
59.1,10.9,58.8,10.9
58.8,10.9,58.7,11.0
58.7,11.0,58.5,11.0
58.5,11.0,58.4,11.1
58.4,11.1,58.5,11.2
58.5,11.2,58.8,11.2
58.8,11.2,58.9,11.3
58.9,11.3,58.9,11.7
58.9,11.7,59.0,11.8
59.0,11.8,59.0,11.9
59.0,11.9,58.9,12.0
58.9,12.0,58.9,12.2
58.9,12.2,59.0,12.3
59.0,12.3,59.1,12.3
59.1,12.3,59.0,12.4
59.0,12.4,59.0,12.5
59.0,12.5,59.1,12.6
51.3,12.7,51.4,12.8
51.4,12.8,51.5,12.7
51.5,12.7,51.5,12.5
51.5,12.5,51.4,12.4
51.4,12.4,51.3,12.5
51.1,12.8,51.2,12.9
51.2,12.9,51.3,12.8
51.3,12.8,51.2,12.7
59.6,13.5,59.7,13.6
59.7,13.6,59.8,13.6
59.8,13.6,59.9,13.5
59.9,13.5,60.0,13.6
60.0,13.6,60.3,13.6
60.3,13.6,60.4,13.5
60.4,13.5,60.3,13.4
60.3,13.4,60.3,13.3
60.3,13.3,60.1,13.1
60.1,13.1,60.0,13.2
60.0,13.2,59.9,13.2
59.9,13.2,59.8,13.1
59.8,13.1,59.6,13.1
59.6,13.1,59.6,12.9
59.6,12.9,59.4,12.7
59.4,12.7,59.3,12.8
59.3,12.8,59.3,13.4
59.3,13.4,59.4,13.5
118.3,13.6,118.4,13.7
118.4,13.7,118.5,13.6
118.5,13.6,118.4,13.5
117.9,13.6,118.0,13.7
118.0,13.7,118.2,13.7
118.2,13.7,118.3,13.6
118.3,13.6,118.3,13.5
118.3,13.5,118.2,13.4
118.2,13.4,118.0,13.4
118.0,13.4,117.9,13.5
116.2,13.7,116.4,13.5
116.4,13.5,116.2,13.3
116.2,13.3,116.0,13.5
109.1,13.6,109.2,13.7
109.2,13.7,109.3,13.6
109.3,13.6,109.2,13.5
108.3,13.6,108.4,13.7
108.4,13.7,108.5,13.6
108.5,13.6,108.4,13.5
92.2,13.6,92.3,13.7
92.3,13.7,92.7,13.3
92.7,13.3,92.7,13.2
92.7,13.2,92.9,13.0
92.9,13.0,92.9,12.9
92.9,12.9,92.8,12.8
92.8,12.8,92.4,13.2
92.4,13.2,92.4,13.3
92.4,13.3,92.2,13.5
68.3,13.6,68.4,13.7
68.4,13.7,68.5,13.6
68.5,13.6,68.4,13.5
35.3,13.6,35.4,13.7
35.4,13.7,35.6,13.7
35.6,13.7,35.7,13.6
35.7,13.6,35.5,13.4
34.3,13.6,34.4,13.7
34.4,13.7,34.5,13.6
34.5,13.6,34.5,13.5
34.5,13.5,34.4,13.4
34.4,13.4,34.3,13.5
15.5,13.6,15.6,13.7
15.6,13.7,15.7,13.7
15.7,13.7,15.8,13.6
15.8,13.6,15.7,13.5
15.7,13.5,15.6,13.5
14.8,13.6,14.9,13.7
14.9,13.7,15.0,13.6
15.0,13.6,15.0,13.5
15.0,13.5,14.9,13.4
14.9,13.4,14.8,13.5
14.6,13.6,14.7,13.7
14.7,13.7,14.8,13.6
14.8,13.6,14.8,13.5
14.8,13.5,14.7,13.4
14.7,13.4,14.6,13.5
118.7,13.7,118.8,13.8
118.8,13.8,118.9,13.7
118.9,13.7,118.9,13.6
118.9,13.6,118.8,13.5
118.8,13.5,118.7,13.6
99.4,13.7,99.5,13.8
99.5,13.8,99.6,13.7
99.6,13.7,99.5,13.6
92.1,13.7,92.2,13.8
92.2,13.8,92.3,13.7
92.3,13.7,92.2,13.6
89.5,13.7,89.6,13.8
89.6,13.8,89.7,13.7
89.7,13.7,89.6,13.6
51.1,13.7,51.2,13.8
51.2,13.8,51.3,13.7
51.3,13.7,51.3,13.6
51.3,13.6,51.2,13.5
51.2,13.5,51.1,13.6
44.6,13.7,44.7,13.8
44.7,13.8,44.8,13.7
44.8,13.7,44.8,13.5
44.8,13.5,44.7,13.4
44.7,13.4,44.6,13.5
25.5,13.7,25.6,13.8
25.6,13.8,25.7,13.8
25.7,13.8,25.8,13.7
25.8,13.7,25.8,13.6
25.8,13.6,25.7,13.5
25.7,13.5,25.6,13.5
25.6,13.5,25.5,13.6
99.5,13.8,99.6,13.9
99.6,13.9,99.7,13.9
99.7,13.9,99.8,13.8
99.8,13.8,99.7,13.7
99.7,13.7,99.6,13.7
79.0,13.8,79.1,13.9
79.1,13.9,79.2,13.8
79.2,13.8,79.2,13.6
79.2,13.6,79.1,13.5
79.1,13.5,79.0,13.6
78.6,13.8,78.7,13.9
78.7,13.9,78.8,13.8
78.8,13.8,78.8,13.5
78.8,13.5,78.7,13.4
78.7,13.4,78.6,13.5
69.8,13.9,69.9,13.9
69.9,13.9,70.0,13.8
70.0,13.8,69.8,13.6
69.8,13.6,69.7,13.6
69.7,13.6,69.6,13.7
53.1,13.9,53.2,13.9
53.2,13.9,53.3,13.8
53.3,13.8,53.3,13.7
53.3,13.7,53.4,13.6
53.4,13.6,53.3,13.5
53.3,13.5,53.3,13.3
53.3,13.3,53.4,13.2
53.4,13.2,53.4,13.1
53.4,13.1,53.2,12.9
53.2,12.9,53.0,12.9
53.0,12.9,52.9,13.0
52.9,13.0,53.0,13.1
53.0,13.1,53.0,13.2
53.0,13.2,52.9,13.3
52.9,13.3,53.0,13.4
53.0,13.4,53.0,13.5
53.0,13.5,52.9,13.6
52.9,13.6,52.9,13.7
35.6,13.8,35.7,13.9
35.7,13.9,35.8,13.9
35.8,13.9,35.9,13.8
35.9,13.8,35.7,13.6
35.7,13.6,35.6,13.7
107.6,13.9,107.7,14.0
107.7,14.0,107.8,13.9
107.8,13.9,107.7,13.8
14.1,13.9,14.2,14.0
14.2,14.0,14.3,13.9
14.3,13.9,14.2,13.8
118.4,14.0,118.5,14.1
118.5,14.1,118.6,14.0
118.6,14.0,118.6,13.9
118.6,13.9,118.5,13.8
118.5,13.8,118.4,13.9
14.0,14.0,14.1,14.1
14.1,14.1,14.2,14.0
14.2,14.0,14.1,13.9
78.6,14.1,78.7,14.2
78.7,14.2,78.8,14.1
78.8,14.1,78.7,14.0
69.9,14.1,70.0,14.2
70.0,14.2,70.1,14.1
70.1,14.1,70.0,14.0
118.6,14.3,118.7,14.4
118.7,14.4,118.8,14.3
118.8,14.3,118.7,14.2
77.7,14.3,77.8,14.4
77.8,14.4,77.9,14.3
77.9,14.3,77.9,14.2
77.9,14.2,77.8,14.1
77.8,14.1,77.7,14.2
53.6,14.3,53.7,14.4
53.7,14.4,53.8,14.4
53.8,14.4,53.9,14.3
53.9,14.3,53.8,14.2
53.8,14.2,53.7,14.2
53.3,14.4,53.4,14.5
53.4,14.5,53.6,14.5
53.6,14.5,53.7,14.4
53.7,14.4,53.6,14.3
53.6,14.3,53.4,14.3
63.6,14.5,63.7,14.6
63.7,14.6,63.8,14.5
63.8,14.5,63.7,14.4
53.1,14.5,53.2,14.6
53.2,14.6,53.3,14.5
53.3,14.5,53.2,14.4
118.5,14.7,118.8,14.7
118.8,14.7,119.0,14.5
119.0,14.5,118.8,14.3
118.8,14.3,118.7,14.4
118.7,14.4,118.6,14.4
118.6,14.4,118.6,14.3
118.6,14.3,118.5,14.2
118.5,14.2,118.4,14.2
118.4,14.2,118.3,14.3
118.3,14.3,118.3,14.5
109.6,14.6,109.7,14.7
109.7,14.7,110.8,14.7
110.8,14.7,110.9,14.6
110.9,14.6,111.0,14.7
111.0,14.7,111.8,14.7
111.8,14.7,111.9,14.6
111.9,14.6,112.4,14.6
112.4,14.6,112.5,14.7
112.5,14.7,113.1,14.7
113.1,14.7,113.2,14.6
113.2,14.6,113.3,14.7
113.3,14.7,113.6,14.7
113.6,14.7,113.7,14.6
113.7,14.6,117.1,14.6
117.1,14.6,117.2,14.7
117.2,14.7,117.5,14.7
117.5,14.7,117.6,14.6
117.6,14.6,117.6,14.4
117.6,14.4,117.5,14.3
117.5,14.3,113.9,14.3
113.9,14.3,113.8,14.2
113.8,14.2,113.8,13.9
113.8,13.9,113.9,13.8
113.9,13.8,113.9,10.2
113.9,10.2,113.8,10.1
113.8,10.1,113.8,7.5
113.8,7.5,113.9,7.4
113.9,7.4,113.9,7.3
113.9,7.3,113.8,7.2
113.8,7.2,113.9,7.1
113.9,7.1,113.9,5.7
113.9,5.7,114.0,5.6
114.0,5.6,114.0,5.5
114.0,5.5,113.9,5.4
113.9,5.4,113.6,5.4
113.6,5.4,113.5,5.5
113.5,5.5,113.5,5.3
113.5,5.3,113.9,5.3
113.9,5.3,114.0,5.2
114.0,5.2,114.0,5.1
114.0,5.1,113.9,5.0
113.9,5.0,113.8,5.0
113.8,5.0,113.7,5.1
113.7,5.1,113.6,5.1
113.6,5.1,113.5,5.0
113.5,5.0,113.4,5.0
113.4,5.0,113.3,5.1
113.3,5.1,113.3,5.6
113.3,5.6,113.4,5.7
113.4,5.7,113.5,5.7
113.5,5.7,113.5,5.9
113.5,5.9,113.4,6.0
113.4,6.0,113.5,6.1
113.5,6.1,113.5,6.9
113.5,6.9,113.4,7.0
113.4,7.0,113.5,7.1
113.5,7.1,113.5,7.6
113.5,7.6,113.4,7.7
113.4,7.7,113.5,7.8
113.5,7.8,113.5,8.8
113.5,8.8,113.4,8.9
113.4,8.9,113.5,9.0
113.5,9.0,113.5,14.2
113.5,14.2,113.4,14.3
113.4,14.3,111.6,14.3
111.6,14.3,111.4,14.5
111.4,14.5,111.4,14.4
111.4,14.4,111.3,14.3
111.3,14.3,109.8,14.3
109.8,14.3,109.6,14.5
108.4,14.6,108.5,14.7
108.5,14.7,108.8,14.7
108.8,14.7,109.0,14.5
109.0,14.5,108.8,14.3
108.8,14.3,108.7,14.4
108.7,14.4,108.7,14.5
108.7,14.5,108.6,14.4
108.6,14.4,108.6,14.3
108.6,14.3,108.5,14.2
108.5,14.2,108.4,14.3
99.9,14.7,100.2,14.7
100.2,14.7,100.3,14.6
100.3,14.6,100.6,14.6
100.6,14.6,100.7,14.7
100.7,14.7,102.2,14.7
102.2,14.7,102.3,14.6
102.3,14.6,103.8,14.6
103.8,14.6,103.9,14.7
103.9,14.7,104.0,14.7
104.0,14.7,104.1,14.6
104.1,14.6,104.9,14.6
104.9,14.6,105.0,14.7
105.0,14.7,105.3,14.7
105.3,14.7,105.4,14.6
105.4,14.6,105.8,14.6
105.8,14.6,105.9,14.7
105.9,14.7,106.0,14.6
106.0,14.6,106.1,14.7
106.1,14.7,106.2,14.6
106.2,14.6,107.1,14.6
107.1,14.6,107.2,14.7
107.2,14.7,107.7,14.7
107.7,14.7,107.8,14.6
107.8,14.6,107.8,14.5
107.8,14.5,107.7,14.4
107.7,14.4,107.7,14.1
107.7,14.1,107.6,14.0
107.6,14.0,107.5,14.1
107.5,14.1,107.5,14.3
107.5,14.3,104.2,14.3
104.2,14.3,104.1,14.4
104.1,14.4,104.0,14.3
104.0,14.3,103.9,14.3
103.9,14.3,103.9,5.7
103.9,5.7,104.0,5.7
104.0,5.7,104.1,5.6
104.1,5.6,104.0,5.5
104.0,5.5,103.8,5.5
103.8,5.5,103.7,5.4
103.7,5.4,103.6,5.4
103.6,5.4,103.5,5.5
103.5,5.5,103.4,5.5
103.4,5.5,103.3,5.6
103.3,5.6,103.4,5.7
103.4,5.7,103.5,5.7
103.5,5.7,103.5,14.3
103.5,14.3,102.4,14.3
102.4,14.3,102.3,14.4
102.3,14.4,102.2,14.3
102.2,14.3,101.7,14.3
101.7,14.3,101.6,14.4
101.6,14.4,101.5,14.3
101.5,14.3,101.3,14.3
101.3,14.3,101.2,14.4
101.2,14.4,101.2,14.5
101.2,14.5,101.0,14.3
101.0,14.3,99.8,14.3
99.8,14.3,99.7,14.4
99.7,14.4,99.7,14.5
79.8,14.6,79.9,14.7
79.9,14.7,87.7,14.7
87.7,14.7,87.8,14.6
87.8,14.6,87.8,14.5
87.8,14.5,87.9,14.4
87.9,14.4,87.9,14.0
87.9,14.0,87.8,13.9
87.8,13.9,87.7,14.0
87.7,14.0,87.7,14.2
87.7,14.2,87.6,14.3
87.6,14.3,87.6,14.4
87.6,14.4,87.5,14.3
87.5,14.3,87.4,14.4
87.4,14.4,87.1,14.4
87.1,14.4,87.0,14.3
87.0,14.3,83.9,14.3
83.9,14.3,83.8,14.4
83.8,14.4,83.7,14.3
83.7,14.3,80.7,14.3
80.7,14.3,80.6,14.4
80.6,14.4,80.5,14.3
80.5,14.3,80.3,14.3
80.3,14.3,80.2,14.4
80.2,14.4,80.1,14.3
80.1,14.3,80.1,14.2
80.1,14.2,80.0,14.1
80.0,14.1,79.9,14.2
79.9,14.2,79.9,14.5
78.6,14.6,78.7,14.7
78.7,14.7,79.1,14.7
79.1,14.7,79.2,14.6
79.2,14.6,79.2,14.3
79.2,14.3,79.1,14.2
79.1,14.2,79.0,14.3
79.0,14.3,79.0,14.4
79.0,14.4,78.9,14.4
78.9,14.4,78.7,14.2
78.7,14.2,78.6,14.3
70.0,14.6,70.1,14.7
70.1,14.7,71.4,14.7
71.4,14.7,71.5,14.6
71.5,14.6,73.9,14.6
73.9,14.6,74.0,14.7
74.0,14.7,74.6,14.7
74.6,14.7,74.7,14.6
74.7,14.6,74.9,14.6
74.9,14.6,75.0,14.7
75.0,14.7,75.3,14.7
75.3,14.7,75.4,14.6
75.4,14.6,76.2,14.6
76.2,14.6,76.3,14.7
76.3,14.7,77.8,14.7
77.8,14.7,77.9,14.6
77.9,14.6,77.9,14.5
77.9,14.5,77.7,14.3
77.7,14.3,76.9,14.3
76.9,14.3,76.8,14.4
76.8,14.4,76.6,14.4
76.6,14.4,76.5,14.3
76.5,14.3,74.2,14.3
74.2,14.3,74.2,8.0
74.2,8.0,74.1,7.9
74.1,7.9,74.1,7.8
74.1,7.8,74.2,7.7
74.2,7.7,74.2,5.7
74.2,5.7,74.3,5.7
74.3,5.7,74.4,5.6
74.4,5.6,74.3,5.5
74.3,5.5,74.2,5.5
74.2,5.5,74.1,5.4
74.1,5.4,73.9,5.4
73.9,5.4,73.8,5.5
73.8,5.5,73.7,5.5
73.7,5.5,73.6,5.6
73.6,5.6,73.7,5.7
73.7,5.7,73.8,5.7
73.8,5.7,73.8,7.7
73.8,7.7,73.7,7.8
73.7,7.8,73.7,7.9
73.7,7.9,73.8,8.0
73.8,8.0,73.8,14.3
73.8,14.3,73.7,14.4
73.7,14.4,73.6,14.3
73.6,14.3,71.3,14.3
71.3,14.3,71.2,14.4
71.2,14.4,71.1,14.3
71.1,14.3,70.9,14.3
70.9,14.3,70.8,14.4
70.8,14.4,70.6,14.4
70.6,14.4,70.5,14.3
70.5,14.3,70.4,14.4
70.4,14.4,70.3,14.4
70.3,14.4,70.2,14.3
70.2,14.3,70.1,14.3
70.1,14.3,70.0,14.4
69.1,14.6,69.2,14.7
69.2,14.7,69.4,14.5
69.4,14.5,69.4,14.4
69.4,14.4,69.3,14.3
69.3,14.3,69.3,14.1
69.3,14.1,69.2,14.0
69.2,14.0,69.2,13.9
69.2,13.9,69.3,13.8
69.3,13.8,69.3,13.7
69.3,13.7,69.5,13.7
69.5,13.7,69.6,13.6
69.6,13.6,69.6,13.5
69.6,13.5,69.5,13.4
69.5,13.4,69.2,13.4
69.2,13.4,69.2,5.3
69.2,5.3,69.1,5.2
69.1,5.2,69.0,5.2
69.0,5.2,68.9,5.3
68.9,5.3,68.9,13.2
68.9,13.2,68.8,13.3
68.8,13.3,68.8,13.4
68.8,13.4,68.7,13.5
68.7,13.5,68.7,14.5
68.7,14.5,68.8,14.6
63.7,14.6,63.8,14.7
63.8,14.7,63.9,14.7
63.9,14.7,64.0,14.6
64.0,14.6,65.0,14.6
65.0,14.6,65.1,14.7
65.1,14.7,66.4,14.7
66.4,14.7,66.5,14.6
66.5,14.6,67.5,14.6
67.5,14.6,67.6,14.7
67.6,14.7,68.0,14.7
68.0,14.7,68.1,14.6
68.1,14.6,68.1,14.1
68.1,14.1,68.0,14.0
68.0,14.0,67.9,14.0
67.9,14.0,67.8,14.1
67.8,14.1,67.8,14.3
67.8,14.3,66.1,14.3
66.1,14.3,66.0,14.4
66.0,14.4,65.9,14.3
65.9,14.3,65.7,14.3
65.7,14.3,65.6,14.4
65.6,14.4,65.6,14.5
65.6,14.5,65.4,14.3
65.4,14.3,64.3,14.3
64.3,14.3,64.2,14.2
64.2,14.2,64.2,8.9
64.2,8.9,64.1,8.8
64.1,8.8,64.0,8.8
64.0,8.8,64.0,8.7
64.0,8.7,63.9,8.6
63.9,8.6,63.8,8.7
63.8,8.7,63.8,13.2
63.8,13.2,61.1,13.2
61.1,13.2,61.0,13.3
61.0,13.3,61.0,13.8
61.0,13.8,61.1,13.9
61.1,13.9,61.2,13.8
61.2,13.8,61.2,13.7
61.2,13.7,61.3,13.6
61.3,13.6,61.7,13.6
61.7,13.6,61.8,13.5
61.8,13.5,61.9,13.5
61.9,13.5,62.0,13.6
62.0,13.6,62.8,13.6
62.8,13.6,62.9,13.5
62.9,13.5,63.0,13.6
63.0,13.6,63.2,13.6
63.2,13.6,63.3,13.5
63.3,13.5,63.9,13.5
63.9,13.5,63.9,14.4
53.0,14.6,53.1,14.7
53.1,14.7,53.2,14.6
53.2,14.6,53.1,14.5
51.2,14.6,51.3,14.7
51.3,14.7,51.7,14.7
51.7,14.7,51.8,14.6
51.8,14.6,51.7,14.5
51.7,14.5,51.3,14.5
45.9,14.6,46.0,14.7
46.0,14.7,46.2,14.7
46.2,14.7,46.3,14.6
46.3,14.6,50.1,14.6
50.1,14.6,50.3,14.4
50.3,14.4,50.3,11.4
50.3,11.4,50.8,11.4
50.8,11.4,50.9,11.5
50.9,11.5,51.0,11.5
51.0,11.5,51.1,11.4
51.1,11.4,51.1,11.3
51.1,11.3,50.9,11.1
50.9,11.1,50.8,11.2
50.8,11.2,50.4,11.2
50.4,11.2,50.3,11.1
